ccn,date,updateDate,city,state,postalCode,blocksizedAddress,incidentType,parentIncidentType,narrative
210000634,"03/04/2021, 3:04:00 pm","03/06/2021, 12:35:45 am",PALO ALTO,CA,94301,2100 Block WAVERLEY ST,RMS: ACCIDENT PROPERTY DAMAGE,Traffic,ACCIDENT PROPERTY DAMAGE</br><b>Disposition: </b>REPORT MADEReport Date: 2021-03-04 08:04:00
210000641,"03/04/2021, 7:32:00 pm","03/06/2021, 12:35:46 am",PALO ALTO,CA,94301,400 Block FLORENCE ST,RMS: MISDEMEANOR/HIT & RUN,Traffic,MISDEMEANOR/HIT & RUN</br><b>Disposition: </b>REPORT MADEReport Date: 2021-03-04 12:32:00
210000644,"03/05/2021, 2:07:00 am","03/06/2021, 12:35:46 am",PALO ALTO,CA,94301,500 Block WAVERLEY ST,RMS: SEX CRIME/MISC,Sexual Offense,SEX CRIME/MISC</br><b>Disposition: </b>ARREST/BOOKEDReport Date: 2021-03-04 19:07:00
210000645,"03/05/2021, 4:04:00 am","03/06/2021, 12:35:46 am",PALO ALTO,CA,94301,200 Block UNIVERSITY AV,RMS: FOUND PROPERTY/MISC,Property Crime,FOUND PROPERTY/MISC</br><b>Disposition: </b>REPORT MADEReport Date: 2021-03-05 00:04:00
210000579,"02/26/2021, 8:17:00 pm","03/06/2021, 12:35:34 am",PALO ALTO,CA,94025,100 Block EL CAMINO REAL,RMS: ACCIDENT PROPERTY DAMAGE,Traffic,ACCIDENT PROPERTY DAMAGE</br><b>Disposition: </b>REPORT MADEReport Date: 2021-02-26 13:17:00
210000617,"03/02/2021, 7:00:00 am","03/06/2021, 12:35:43 am",PALO ALTO,CA,94306,2100 Block DARTMOUTH ST,RMS: IDENTITY THEFT/MISC.,Proactive Policing,IDENTITY THEFT/MISC.</br><b>Disposition: </b>REPORT MADEReport Date: 2021-03-02 14:05:00
210000610,"03/02/2021, 9:00:00 am","03/05/2021, 12:12:45 am",PALO ALTO,CA,94306,3400 Block EL CAMINO REAL,RMS: DOMESTIC VIOLENCE/BATTERY,Other,DOMESTIC VIOLENCE/BATTERY</br><b>Disposition: </b>ARREST/BOOKEDReport Date: 2021-03-02 03:30:00
210000340,"01/28/2021, 10:33:00 am","03/05/2021, 12:12:49 am",PALO ALTO,CA,94306,600 Block SAN ANTONIO RD,RMS: THEFT GRAND/MISC,Theft,THEFT GRAND/MISC</br><b>Disposition: </b>INACTIVEReport Date: 2021-02-02 06:30:00
210000376,"02/06/2021, 3:44:00 am","03/05/2021, 12:12:51 am",PALO ALTO,CA,94304,700 Block WELCH RD,RMS: ACCIDENT MINOR INJURY,Traffic,ACCIDENT MINOR INJURY</br><b>Disposition: </b>REPORT MADEReport Date: 2021-02-05 20:44:00
210000452,"02/13/2021, 4:53:00 pm","03/05/2021, 12:13:02 am",PALO ALTO,CA,94301,400 Block LYTTON AV,RMS: MUNI CODE/MISC,Proactive Policing,MUNI CODE/MISC</br><b>Disposition: </b>MISD. CITATIONReport Date: 2021-02-13 09:53:00
210000613,"02/26/2021, 8:38:00 am","03/05/2021, 12:13:18 am",PALO ALTO,CA,94301,100 Block HOMER AV,RMS: BURGLARY/COMMERCIAL,Breaking & Entering,BURGLARY/COMMERCIAL</br><b>Disposition: </b>REPORT MADEReport Date: 2021-03-02 10:28:00
210000618,"03/02/2021, 9:40:00 pm","03/05/2021, 12:13:19 am",PALO ALTO,CA,94301,800 Block ALMA ST,RMS: ACCIDENT PROPERTY DAMAGE,Traffic,ACCIDENT PROPERTY DAMAGE</br><b>Disposition: </b>REPORT MADEReport Date: 2021-03-02 14:40:00
210000622,"03/03/2021, 1:15:00 am","03/05/2021, 12:13:19 am",PALO ALTO,CA,94306,COLORADO AV & BYRON ST,RMS: TRAFFIC/RECKLESS DRIVING,Traffic,TRAFFIC/RECKLESS DRIVING</br><b>Disposition: </b>MISD. CITATIONReport Date: 2021-03-02 18:15:00
210000623,"03/02/2021, 8:00:00 am","03/05/2021, 12:13:19 am",PALO ALTO,CA,94306,200 Block DAVENPORT WAY,RMS: SUSPICIOUS CIRCUMSTANCE/MISC,Proactive Policing,SUSPICIOUS CIRCUMSTANCE/MISC</br><b>Disposition: </b>REPORT MADEReport Date: 2021-03-02 16:27:00
210000625,"03/02/2021, 10:00:00 pm","03/05/2021, 12:13:20 am",PALO ALTO,CA,94303,3300 Block W BAYSHORE RD,RMS: THEFT GRAND/MISC,Theft,THEFT GRAND/MISC</br><b>Disposition: </b>REPORT MADEReport Date: 2021-03-03 08:04:00
210000626,"03/03/2021, 7:49:00 pm","03/05/2021, 12:13:20 am",PALO ALTO,CA,94303,800 Block E CHARLESTON RD,RMS: ACCIDENT MINOR INJURY,Traffic,ACCIDENT MINOR INJURY</br><b>Disposition: </b>REPORT MADEReport Date: 2021-03-03 12:49:00
210000631,"03/04/2021, 5:03:00 am","03/05/2021, 12:13:20 am",PALO ALTO,CA,94301,1 Block UNIVERSITY AV,RMS: MISSING ADULT/LOCATE,Other,MISSING ADULT/LOCATE</br><b>Disposition: </b>REPORT MADEReport Date: 2021-03-03 22:03:00
210000594,"02/28/2021, 10:45:00 am","03/04/2021, 3:49:36 am",PALO ALTO,CA,94306,3900 Block EL CAMINO REAL,RMS: DOMESTIC VIOLENCE/V COURT ORDE,Other,DOMESTIC VIOLENCE/V COURT ORDE</br><b>Disposition: </b>ARREST/BOOKEDReport Date: 2021-02-28 03:54:00
210000602,"03/01/2021, 5:29:00 pm","03/04/2021, 3:49:37 am",PALO ALTO,CA,94301,200 Block LYTTON AV,RMS: WARRANT/OTHER AGENCY,Proactive Policing,WARRANT/OTHER AGENCY</br><b>Disposition: </b>ARREST/BOOKEDReport Date: 2021-03-01 10:29:00
218000154,"02/24/2021, 3:15:00 am","03/04/2021, 3:49:47 am",PALO ALTO,CA,94301,HAMILTON AV & ALMA ST,RMS: LOST PROPERTY/MISC,Property Crime,LOST PROPERTY/MISC</br><b>Disposition: </b>INACTIVEReport Date: 2021-03-02 12:20:00
218000155,"03/02/2021, 6:00:00 pm","03/04/2021, 3:49:48 am",PALO ALTO,CA,94306,COWPER ST & LOMA VERDE AV,RMS: THEFT GRAND/SCAM,Theft,THEFT GRAND/SCAM</br><b>Disposition: </b>INACTIVEReport Date: 2021-03-02 23:53:00
210000604,"03/01/2021, 6:20:00 pm","03/04/2021, 3:49:37 am",PALO ALTO,CA,94303,1100 Block BLOCK COLORADO AV,RMS: VEHICLE/STORED,Traffic,VEHICLE/STORED</br><b>Disposition: </b>REPORT MADEReport Date: 2021-03-01 11:20:00
210000605,"03/01/2021, 8:20:00 pm","03/04/2021, 3:49:37 am",PALO ALTO,CA,94306,300 Block COLLEGE AV,RMS: VEHICLE/STORED,Traffic,VEHICLE/STORED</br><b>Disposition: </b>REPORT MADEReport Date: 2021-03-01 13:20:00
210000612,"03/02/2021, 9:00:00 am","03/04/2021, 3:49:38 am",PALO ALTO,CA,94306,3400 Block EL CAMINO REAL,RMS: DOMESTIC VIOLENCE/BATTERY,Other,DOMESTIC VIOLENCE/BATTERY</br><b>Disposition: </b>ARREST/BOOKEDReport Date: 2021-03-02 03:30:00
210000614,"02/18/2021, 9:00:00 pm","03/04/2021, 3:49:38 am",PALO ALTO,CA,94306,500 Block ASHTON AV,RMS: THEFT GRAND/AUTO ACCESSORY,Theft from Vehicle,THEFT GRAND/AUTO ACCESSORY</br><b>Disposition: </b>REPORT MADEReport Date: 2021-03-02 11:48:00
210000615,"03/02/2021, 6:42:00 pm","03/04/2021, 3:49:39 am",PALO ALTO,CA,94303,2100 Block W BAYSHORE RD,RMS: PSYCH SUBJECT,Emergency,PSYCH SUBJECT</br><b>Disposition: </b>REPORT MADEReport Date: 2021-03-02 11:42:00
210000616,"03/02/2021, 7:58:00 pm","03/04/2021, 3:49:39 am",PALO ALTO,CA,94306,3400 Block BLOCK MIDDLEFIELD RD,RMS: ACCIDENT MINOR INJURY,Traffic,ACCIDENT MINOR INJURY</br><b>Disposition: </b>REPORT MADEReport Date: 2021-03-02 12:58:00
210000619,"03/02/2021, 11:53:00 pm","03/04/2021, 3:49:39 am",PALO ALTO,CA,94304,500 Block SAND HILL RD,RMS: CASUALTY/FALL,Emergency,CASUALTY/FALL</br><b>Disposition: </b>REPORT MADEReport Date: 2021-03-02 16:53:00
210000621,"03/03/2021, 1:05:00 am","03/04/2021, 3:49:39 am",PALO ALTO,CA,94306,2000 Block AMHERST ST,RMS: SUSPICIOUS CIRCUMSTANCE/MISC,Proactive Policing,SUSPICIOUS CIRCUMSTANCE/MISC</br><b>Disposition: </b>REPORT MADEReport Date: 2021-03-02 18:09:00
218000151,"02/28/2021, 9:35:00 pm","03/04/2021, 3:49:47 am",PALO ALTO,CA,94025,ALMA ST & PALO ALTO AV,RMS: ACCIDENT PROPERTY DAMAGE,Traffic,ACCIDENT PROPERTY DAMAGE</br><b>Disposition: </b>REPORT MADEReport Date: 2021-02-28 21:47:00
218000152,"02/15/2021, 5:40:00 pm","03/04/2021, 3:49:47 am",PALO ALTO,CA,94303,2500 Block EMBARCADERO RD,RMS: LOST PROPERTY/MISC,Property Crime,LOST PROPERTY/MISC</br><b>Disposition: </b>INACTIVEReport Date: 2021-03-01 10:52:00
218000153,"02/25/2021, 11:00:00 pm","03/04/2021, 3:49:47 am",PALO ALTO,CA,94301,500 Block W CRESCENT DR,RMS: LOST PROPERTY/MISC,Property Crime,LOST PROPERTY/MISC</br><b>Disposition: </b>INACTIVEReport Date: 2021-03-01 14:54:00
218000156,"02/27/2021, 5:50:00 pm","03/04/2021, 3:49:48 am",PALO ALTO,CA,94301,700 Block EMERSON ST,RMS: THEFT PETTY/MISC,Theft,THEFT PETTY/MISC</br><b>Disposition: </b>INACTIVEReport Date: 2021-03-01 10:29:00
218000157,"03/01/2021, 11:10:00 am","03/04/2021, 3:49:48 am",PALO ALTO,CA,94303,HAMILTON AV & PATRICIA LN,RMS: THEFT GRAND/BIKE/BIKE PARTS,Theft,THEFT GRAND/BIKE/BIKE PARTS</br><b>Disposition: </b>INACTIVEReport Date: 2021-03-01 11:45:00
218000158,"03/02/2021, 6:45:00 am","03/04/2021, 3:49:48 am",PALO ALTO,CA,94306,300 Block COLLEGE AV,RMS: THEFT PETTY/BIKE/BIKE PARTS,Theft,THEFT PETTY/BIKE/BIKE PARTS</br><b>Disposition: </b>INACTIVEReport Date: 2021-03-02 04:24:00
218000146,"02/28/2021, 1:00:00 am","03/03/2021, 12:31:47 pm",PALO ALTO,CA,94306,500 Block ARASTRADERO RD,RMS: THEFT PETTY/BIKE/BIKE PARTS,Theft,THEFT PETTY/BIKE/BIKE PARTS</br><b>Disposition: </b>REPORT MADEReport Date: 2021-02-28 18:35:00
218000147,"02/28/2021, 1:30:00 pm","03/03/2021, 12:31:47 pm",PALO ALTO,CA,94025,100 Block EL CAMINO REAL,RMS: ACCIDENT PROPERTY DAMAGE,Traffic,ACCIDENT PROPERTY DAMAGE</br><b>Disposition: </b>REPORT MADEReport Date: 2021-02-28 13:40:00
218000150,"02/25/2021, 2:00:00 pm","03/03/2021, 12:31:48 pm",PALO ALTO,CA,94306,3900 Block DUNCAN PL,RMS: THEFT GRAND/MISC,Theft,THEFT GRAND/MISC</br><b>Disposition: </b>REPORT MADEReport Date: 2021-02-28 21:23:00
218000144,"02/28/2021, 4:20:00 am","03/03/2021, 12:31:46 pm",PALO ALTO,CA,94301,2000 Block TASSO ST,RMS: THEFT PETTY/MISC,Theft,THEFT PETTY/MISC</br><b>Disposition: </b>REPORT MADEReport Date: 2021-02-27 22:50:00
218000148,"02/28/2021, 7:15:00 am","03/03/2021, 12:31:47 pm",PALO ALTO,CA,94306,HANOVER ST & COLLEGE AV,RMS: LOST PROPERTY/MISC,Property Crime,LOST PROPERTY/MISC</br><b>Disposition: </b>REPORT MADEReport Date: 2021-02-28 13:19:00
218000149,"02/28/2021, 12:30:00 am","03/03/2021, 12:31:47 pm",PALO ALTO,CA,94306,MIDDLEFIELD RD & COLORADO AV,RMS: THEFT GRAND/BIKE/BIKE PARTS,Theft,THEFT GRAND/BIKE/BIKE PARTS</br><b>Disposition: </b>REPORT MADEReport Date: 2021-02-27 17:38:00
218000141,"02/25/2021, 1:30:00 am","03/03/2021, 12:31:46 pm",PALO ALTO,CA,94306,500 Block ARASTRADERO RD,RMS: THEFT GRAND/FROM AUTO,Theft from Vehicle,THEFT GRAND/FROM AUTO</br><b>Disposition: </b>REPORT MADEReport Date: 2021-02-25 21:02:00
218000142,"02/26/2021, 9:45:00 pm","03/03/2021, 12:31:46 pm",PALO ALTO,CA,94301,800 Block WEBSTER ST,RMS: SUSPICIOUS CIRCUMSTANCE/MISC,Proactive Policing,SUSPICIOUS CIRCUMSTANCE/MISC</br><b>Disposition: </b>REPORT MADEReport Date: 2021-02-26 14:50:00
218000134,"02/23/2021, 10:07:00 pm","03/03/2021, 12:31:44 pm",PALO ALTO,CA,94306,3100 Block MIDDLEFIELD RD,RMS: LOST PROPERTY/MISC,Property Crime,LOST PROPERTY/MISC</br><b>Disposition: </b>REPORT MADEReport Date: 2021-02-23 15:29:00
218000135,"02/24/2021, 12:00:00 am","03/03/2021, 12:31:44 pm",PALO ALTO,CA,94304,3300 Block PAGE MILL RD,RMS: THEFT GRAND/FROM AUTO,Theft from Vehicle,THEFT GRAND/FROM AUTO</br><b>Disposition: </b>REPORT MADEReport Date: 2021-02-23 20:10:00
218000136,"02/24/2021, 10:45:00 pm","03/03/2021, 12:31:44 pm",PALO ALTO,CA,94304,700 Block WELCH RD,RMS: THEFT PETTY/FROM AUTO,Theft from Vehicle,THEFT PETTY/FROM AUTO</br><b>Disposition: </b>REPORT MADEReport Date: 2021-02-24 18:54:00
218000137,"02/24/2021, 5:35:00 pm","03/03/2021, 12:31:45 pm",PALO ALTO,CA,94306,600 Block E MEADOW DR,RMS: THEFT GRAND/AUTO ACCESSORY,Theft from Vehicle,THEFT GRAND/AUTO ACCESSORY</br><b>Disposition: </b>REPORT MADEReport Date: 2021-02-25 11:03:00
218000138,"02/25/2021, 10:45:00 am","03/03/2021, 12:31:45 pm",PALO ALTO,CA,94303,1800 Block MIDDLEFIELD RD,RMS: MISDEMEANOR/HIT & RUN,Traffic,MISDEMEANOR/HIT & RUN</br><b>Disposition: </b>REPORT MADEReport Date: 2021-02-25 12:13:00
218000139,"02/25/2021, 7:55:00 pm","03/03/2021, 12:31:45 pm",PALO ALTO,CA,94301,WEBSTER ST & TENNYSON AV,RMS: THEFT PETTY/BIKE/BIKE PARTS,Theft,THEFT PETTY/BIKE/BIKE PARTS</br><b>Disposition: </b>REPORT MADEReport Date: 2021-02-25 13:04:00
218000143,"02/20/2021, 7:00:00 pm","03/03/2021, 12:31:46 pm",PALO ALTO,CA,94306,4100 Block EL CAMINO WAY,RMS: THEFT GRAND/MISC,Theft,THEFT GRAND/MISC</br><b>Disposition: </b>REPORT MADEReport Date: 2021-02-23 15:42:00
218000128,"02/22/2021, 1:00:00 pm","03/03/2021, 3:37:35 am",PALO ALTO,CA,94301,100 Block ADDISON AV,RMS: THEFT PETTY/BIKE/BIKE PARTS,Theft,THEFT PETTY/BIKE/BIKE PARTS</br><b>Disposition: </b>REPORT MADEReport Date: 2021-02-22 16:08:00
218000129,"02/21/2021, 7:00:00 pm","03/03/2021, 3:37:35 am",PALO ALTO,CA,94304,1800 Block OAK CREEK DR,RMS: THEFT PETTY/BIKE/BIKE PARTS,Theft,THEFT PETTY/BIKE/BIKE PARTS</br><b>Disposition: </b>REPORT MADEReport Date: 2021-02-21 17:25:00
218000130,"02/20/2021, 9:25:00 am","03/03/2021, 3:37:35 am",PALO ALTO,CA,94306,LOMA VERDE AV & MIDDLEFIELD RD,RMS: THEFT PETTY/FROM AUTO,Theft from Vehicle,THEFT PETTY/FROM AUTO</br><b>Disposition: </b>REPORT MADEReport Date: 2021-02-22 18:34:00
218000131,"02/22/2021, 9:32:00 pm","03/03/2021, 3:37:35 am",PALO ALTO,CA,94304,200 Block QUARRY RD,RMS: THEFT GRAND/SCAM,Theft,THEFT GRAND/SCAM</br><b>Disposition: </b>REPORT MADEReport Date: 2021-02-22 20:09:00
218000132,"02/23/2021, 2:00:00 pm","03/03/2021, 3:37:35 am",PALO ALTO,CA,94301,700 Block EL CAMINO REAL,RMS: MISDEMEANOR/HIT & RUN,Traffic,MISDEMEANOR/HIT & RUN</br><b>Disposition: </b>REPORT MADEReport Date: 2021-02-23 09:49:00
218000133,"02/22/2021, 6:00:00 pm","03/03/2021, 3:37:36 am",PALO ALTO,CA,94306,4200 Block POMONA AV,RMS: THEFT PETTY/MISC,Theft,THEFT PETTY/MISC</br><b>Disposition: </b>REPORT MADEReport Date: 2021-02-23 12:18:00
210000507,"02/20/2021, 6:30:00 am","03/03/2021, 3:37:12 am",STANFORD,CA,94304,900 Block QUARRY EXTENSION,RMS: WARRANT/OTHER AGENCY,Proactive Policing,WARRANT/OTHER AGENCY</br><b>Disposition: </b>MISD. CITATIONReport Date: 2021-02-19 23:30:00
210000577,"02/26/2021, 5:57:00 pm","03/03/2021, 3:37:27 am",PALO ALTO,CA,94306,3900 Block EL CAMINO REAL,RMS: PENAL CODE/MISC,Other,PENAL CODE/MISC</br><b>Disposition: </b>ARREST/BOOKEDReport Date: 2021-02-26 10:57:00
218000122,"02/06/2021, 6:59:00 am","03/03/2021, 3:37:33 am",PALO ALTO,CA,94301,300 Block HAWTHORNE AV,RMS: THEFT PETTY/BIKE/BIKE PARTS,Theft,THEFT PETTY/BIKE/BIKE PARTS</br><b>Disposition: </b>REPORT MADEReport Date: 2021-02-18 09:35:00
218000123,"02/08/2021, 8:00:00 pm","03/03/2021, 3:37:33 am",PALO ALTO,CA,94303,800 Block FIELDING DR,RMS: THEFT GRAND/AUTO ACCESSORY,Theft from Vehicle,THEFT GRAND/AUTO ACCESSORY</br><b>Disposition: </b>REPORT MADEReport Date: 2021-02-19 14:15:00
218000124,"02/19/2021, 5:15:00 pm","03/03/2021, 3:37:34 am",PALO ALTO,CA,94301,800 Block EL CAMINO REAL,RMS: THEFT PETTY/BIKE/BIKE PARTS,Theft,THEFT PETTY/BIKE/BIKE PARTS</br><b>Disposition: </b>REPORT MADEReport Date: 2021-02-19 15:22:00
218000125,"02/20/2021, 5:45:00 pm","03/03/2021, 3:37:34 am",PALO ALTO,CA,94303,1900 Block BARBARA DR,RMS: THEFT GRAND/AUTO ACCESSORY,Theft from Vehicle,THEFT GRAND/AUTO ACCESSORY</br><b>Disposition: </b>REPORT MADEReport Date: 2021-02-20 10:51:00
218000126,"02/02/2021, 5:35:00 am","03/03/2021, 3:37:34 am",PALO ALTO,CA,94303,700 Block ENSIGN WAY,RMS: THEFT GRAND/AUTO ACCESSORY,Theft from Vehicle,THEFT GRAND/AUTO ACCESSORY</br><b>Disposition: </b>REPORT MADEReport Date: 2021-02-21 10:54:00
218000127,"02/11/2021, 4:30:00 am","03/03/2021, 3:37:34 am",PALO ALTO,CA,94301,100 Block TENNYSON AV,RMS: THEFT GRAND/BIKE/BIKE PARTS,Theft,THEFT GRAND/BIKE/BIKE PARTS</br><b>Disposition: </b>REPORT MADEReport Date: 2021-02-22 13:53:00
210000517,"02/20/2021, 11:40:00 pm","03/03/2021, 3:37:13 am",PALO ALTO,CA,94303,1000 Block TANLAND DR,RMS: TRAFFIC/STOLEN/LOST PLATE,Traffic,TRAFFIC/STOLEN/LOST PLATE</br><b>Disposition: </b>REPORT MADEReport Date: 2021-02-20 16:40:00
210000521,"02/21/2021, 8:30:00 am","03/03/2021, 3:37:13 am",PALO ALTO,CA,94301,400 Block WAVERLEY ST,RMS: THEFT PETTY/SHOPLIFT,Theft,THEFT PETTY/SHOPLIFT</br><b>Disposition: </b>REPORT MADEReport Date: 2021-02-21 01:35:00
210000570,"01/28/2021, 7:01:00 am","03/03/2021, 3:37:25 am",PALO ALTO,CA,94303,4000 Block MIDDLEFIELD RD,RMS: THEFT GRAND/MISC,Theft,THEFT GRAND/MISC</br><b>Disposition: </b>REPORT MADEReport Date: 2021-02-25 13:00:00
210000576,"02/26/2021, 3:15:00 pm","03/03/2021, 3:37:26 am",PALO ALTO,CA,94301,100 Block EMBARCADERO RD,RMS: ACCIDENT PROPERTY DAMAGE,Traffic,ACCIDENT PROPERTY DAMAGE</br><b>Disposition: </b>REPORT MADEReport Date: 2021-02-26 08:15:00
210000578,"02/26/2021, 6:27:00 pm","03/03/2021, 3:37:27 am",PALO ALTO,CA,94022,4200 Block EL CAMINO REAL,RMS: TRAFFIC/STOLEN/LOST PLATE,Traffic,TRAFFIC/STOLEN/LOST PLATE</br><b>Disposition: </b>REPORT MADEReport Date: 2021-02-26 11:27:00
210000580,"02/26/2021, 8:00:00 pm","03/03/2021, 3:37:27 am",PALO ALTO,CA,94301,WEBSTER ST & FOREST AV,RMS: FOUND PROPERTY/MISC,Property Crime,FOUND PROPERTY/MISC</br><b>Disposition: </b>REPORT MADEReport Date: 2021-02-26 13:40:00
210000581,"02/26/2021, 9:15:00 pm","03/03/2021, 3:37:27 am",PALO ALTO,CA,94301,200 Block LYTTON AV,RMS: FOUND PROPERTY/MISC,Property Crime,FOUND PROPERTY/MISC</br><b>Disposition: </b>REPORT MADEReport Date: 2021-02-26 14:15:00
210000582,"02/24/2021, 5:00:00 pm","03/03/2021, 3:37:28 am",PALO ALTO,CA,94304,300 Block PASTEUR DR,RMS: THEFT PETTY/BIKE/BIKE PARTS,Theft,THEFT PETTY/BIKE/BIKE PARTS</br><b>Disposition: </b>REPORT MADEReport Date: 2021-02-26 15:00:00
210000583,"02/26/2021, 10:34:00 pm","03/03/2021, 3:37:28 am",PALO ALTO,CA,94306,1200 Block COLLEGE AV,RMS: CASUALTY/FALL,Emergency,CASUALTY/FALL</br><b>Disposition: </b>REPORT MADEReport Date: 2021-02-26 15:34:00
210000584,"02/23/2021, 5:00:00 pm","03/03/2021, 3:37:28 am",PALO ALTO,CA,94301,800 Block WEBSTER ST,RMS: THEFT PETTY/MISC,Theft,THEFT PETTY/MISC</br><b>Disposition: </b>REPORT MADEReport Date: 2021-02-25 15:45:00
210000585,"02/04/2021, 10:00:00 pm","03/03/2021, 3:37:28 am",PALO ALTO,CA,94301,200 Block FOREST AV,RMS: FOUND PROPERTY/MISC,Property Crime,FOUND PROPERTY/MISC</br><b>Disposition: </b>REPORT MADEReport Date: 2021-02-26 17:00:00
210000587,"02/26/2021, 5:00:00 pm","03/03/2021, 3:37:29 am",PALO ALTO,CA,94306,600 Block SAN ANTONIO RD,RMS: VEHICLE/EMBEZZLED,Theft of Vehicle,VEHICLE/EMBEZZLED</br><b>Disposition: </b>REPORT MADEReport Date: 2021-02-27 11:22:00
210000588,"02/27/2021, 9:30:00 pm","03/03/2021, 3:37:29 am",PALO ALTO,CA,94301,900 Block WEBSTER ST,RMS: PSYCH SUBJECT,Emergency,PSYCH SUBJECT</br><b>Disposition: </b>REPORT MADEReport Date: 2021-02-27 14:30:00
210000589,"02/28/2021, 2:04:00 am","03/03/2021, 3:37:30 am",PALO ALTO,CA,94301,400 Block FLORENCE ST,RMS: PSYCH SUBJECT,Emergency,PSYCH SUBJECT</br><b>Disposition: </b>REPORT MADEReport Date: 2021-02-27 19:04:00
210000590,"02/28/2021, 5:30:00 am","03/03/2021, 3:37:30 am",PALO ALTO,CA,94301,400 Block WAVERLEY ST,RMS: PSYCH SUBJECT,Emergency,PSYCH SUBJECT</br><b>Disposition: </b>REPORT MADEReport Date: 2021-02-27 22:30:00
210000591,"02/28/2021, 5:24:00 am","03/03/2021, 3:37:30 am",PALO ALTO,CA,94301,800 Block WEBSTER ST,RMS: SUSPICIOUS CIRCUMSTANCE/MISC,Proactive Policing,SUSPICIOUS CIRCUMSTANCE/MISC</br><b>Disposition: </b>REPORT MADEReport Date: 2021-02-27 22:46:00
210000593,"02/28/2021, 8:10:00 am","03/03/2021, 3:37:30 am",PALO ALTO,CA,94301,100 Block EMBARCADERO RD,RMS: ACCIDENT MINOR INJURY,Traffic,ACCIDENT MINOR INJURY</br><b>Disposition: </b>REPORT MADEReport Date: 2021-02-28 01:10:00
210000596,"02/28/2021, 10:36:00 pm","03/03/2021, 3:37:31 am",PALO ALTO,CA,94301,1500 Block BLOCK MIDDLEFIELD RD,RMS: MISDEMEANOR/HIT & RUN,Traffic,MISDEMEANOR/HIT & RUN</br><b>Disposition: </b>REPORT MADEReport Date: 2021-02-28 15:36:00
210000599,"02/24/2021, 1:15:00 am","03/03/2021, 3:37:31 am",PALO ALTO,CA,94303,3800 Block CORINA WAY,RMS: THEFT GRAND/MISC,Theft,THEFT GRAND/MISC</br><b>Disposition: </b>REPORT MADEReport Date: 2021-02-28 20:30:00
210000607,"03/01/2021, 10:15:00 pm","03/03/2021, 3:37:32 am",PALO ALTO,CA,94301,200 Block FOREST AV,RMS: WARRANT/OTHER AGENCY,Proactive Policing,WARRANT/OTHER AGENCY</br><b>Disposition: </b>MISD. CITATIONReport Date: 2021-03-01 15:15:00
210000609,"03/01/2021, 10:00:00 pm","03/03/2021, 3:37:32 am",PALO ALTO,CA,94301,1100 Block WAVERLEY ST,RMS: MISSING JUVENILE/MISC,Other,MISSING JUVENILE/MISC</br><b>Disposition: </b>REPORT MADEReport Date: 2021-03-01 15:00:00
210000595,"02/28/2021, 6:20:00 pm","03/03/2021, 3:37:30 am",PALO ALTO,CA,94301,WAVERLEY ST & SANTA RITA AV,RMS: ACCIDENT MINOR INJURY,Traffic,ACCIDENT MINOR INJURY</br><b>Disposition: </b>REPORT MADEReport Date: 2021-02-28 11:20:00
210000597,"02/28/2021, 11:00:00 pm","03/03/2021, 3:37:31 am",PALO ALTO,CA,94306,1600 Block EL CAMINO REAL,RMS: THEFT PETTY/MISC,Theft,THEFT PETTY/MISC</br><b>Disposition: </b>REPORT MADEReport Date: 2021-02-28 17:00:00
210000598,"03/01/2021, 1:45:00 am","03/03/2021, 3:37:31 am",PALO ALTO,CA,94306,400 Block CALIFORNIA AV,RMS: DRUNK IN PUBLIC ADULT/MISC,Quality of Life,DRUNK IN PUBLIC ADULT/MISC</br><b>Disposition: </b>ARREST/BOOKEDReport Date: 2021-02-28 18:45:00
210000603,"03/01/2021, 4:17:00 pm","03/03/2021, 3:37:32 am",PALO ALTO,CA,94301,600 Block WAVERLEY ST,RMS: THEFT PETTY ATT/MISC,Theft,THEFT PETTY ATT/MISC</br><b>Disposition: </b>REPORT MADEReport Date: 2021-03-01 10:05:00
210000608,"03/01/2021, 10:00:00 pm","03/03/2021, 3:37:32 am",PALO ALTO,CA,94301,1 Block ENCINA AV,RMS: OUTSIDE INVESTIGATION/MISC,Proactive Policing,OUTSIDE INVESTIGATION/MISC</br><b>Disposition: </b>REPORT MADEReport Date: 2021-03-01 15:03:00
218000121,"02/17/2021, 7:30:00 pm","03/02/2021, 12:43:31 pm",PALO ALTO,CA,94306,CLEMO AV & MAYBELL AV,RMS: THEFT PETTY/FROM AUTO,Theft from Vehicle,THEFT PETTY/FROM AUTO</br><b>Disposition: </b>INACTIVEReport Date: 2021-02-17 14:11:00
210000314,"01/31/2021, 4:00:00 pm","02/27/2021, 4:36:01 am",PALO ALTO,CA,94306,2200 Block EL CAMINO REAL,RMS: WARRANT/OTHER AGENCY,Proactive Policing,WARRANT/OTHER AGENCY</br><b>Disposition: </b> ARREST/CITE-ADULT-FSD<br /><b>Report Date: </b>2021-01-31 09:00:00
210000575,"02/26/2021, 4:15:00 am","02/27/2021, 4:36:28 am",PALO ALTO,CA,94306,3600 Block SOUTH CT,RMS: PSYCH SUBJECT,Emergency,PSYCH SUBJECT</br><b>Disposition: </b>REPORT MADE<br /><b>Report Date: </b>2021-02-26 00:40:00
