PK,CCR,HIERARCHY,INCIDENTTIME,incident_year,incident_month,incident_day_of_week,incident_time_12hr,incident_hour,INCIDENTLOCATION,CLEAREDFLAG,INCIDENTNEIGHBORHOOD,INCIDENTZONE,INCIDENTHIERARCHYDESC,OFFENSES,INCIDENTTRACT,COUNCIL_DISTRICT,PUBLIC_WORKS_DIVISION,X,Y
248350900,21051590,11,2021-03-27T12:17:00Z,2021,March,Saturday,12:17 PM,12 PM,"3200 Block Chartiers Ave Pittsburgh, PA 15204",N,Sheraden,6,THEFT BY DECEPTION,3922 Theft by Deception.,2022,2,5,-80.0643987926921,40.4539354310333
248372489,21052034,9,2021-03-28T00:47:00Z,2021,March,Sunday,12:47 AM,12 AM,"Colwell St & Vine St Pittsburgh, PA 15219",Y,Crawford-Roberts,2,TAMPER WITH/FAB PHYS EVIDENCE,"4910 Tampering with or Fabricating Physical Evidence. / 13(a)(32) Paraphernalia - Use or Possession / 5126 Flight to Avoid Apprehension, Trial or Punishment. / 9501 Bench Warrant / 3503(b.1) Criminal Trespass - Simple Trespasser",305,6,3,-79.9839614412827,40.4391916433381
248374982,21052065,4,2021-03-28T01:20:00Z,2021,March,Sunday,01:20 AM,01 AM,"400 Block Johnston Ave Pittsburgh, PA 15207",N,Hazelwood,4,SIMPLE ASSAULT,2707.1 Discharge of a Firearm into Occupied Structure / 2705 Recklessly Endangering Another Person. / 3304 Criminal Mischief.,1515,5,3,-79.938075490767,40.4055711102201
248375355,21052132,14,2021-03-28T03:15:00Z,2021,March,Sunday,03:15 AM,03 AM,"200 Block Shiloh St Pittsburgh, PA 15211",Y,Central Business District,3,CRIMINAL MISCHIEF,3304(a)(5) CRIMINAL MISCHIEF - Intentionally Damages Real Or Personal Property Of Another,1914,2,5,-80.0075755531971,40.4307271111596
248388017,21052229,18,2021-03-28T09:19:00Z,2021,March,Sunday,09:19 AM,09 AM,"1100 Block Banksville Rd Pittsburgh, PA 15216",Y,Banksville,6,STOLEN PROPERTY - OTHER,13(a)(16) Possession of Controlled Substance / 13(a)(32) Paraphernalia - Use or Possession / 13(a)(16) Possession of Controlled Substance,2023,2,5,-80.0302713936274,40.4199183995027
249374064,21060278,18,2021-04-09T10:23:00Z,2021,April,Friday,10:23 AM,10 AM,"2nd Ave & Bates St Pittsburgh, PA 15213",Y,South Oakland,4,STOLEN PROPERTY - OTHER,13(a)(16) Possession of Controlled Substance / 13(a)(31) Marijuana: Possession Small Amount / 13(a)(32) Paraphernalia - Use or Possession / 1543 Driving While Operating Privilege is Suspended or Revoked. / 4524 Windshield Obstructions and Wipers.,409,3,3,-79.959206087326,40.4311436634924
249380507,21061013,6,2021-04-10T06:00:00Z,2021,April,Saturday,06:00 AM,06 AM,"200 Block Birmingham Ave Pittsburgh, PA 15210",N,Carrick,3,THEFT,3921(a) Theft by Unlawful Taking or Disposition - Movable item,2902,4,3,-79.9862542019212,40.4022478620327
249381532,21061062,27,2021-04-09T22:00:00Z,2021,April,Friday,10:00 PM,10 PM,"1900 Block Brownsville Rd Pittsburgh, PA 15210",N,Carrick,3,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,2901,4,3,-79.9875088066487,40.3960603966568
249382064,21061064,27,2021-04-09T16:00:00Z,2021,April,Friday,04:00 PM,04 PM,"S 17th St & Sidney St Pittsburgh, PA 15203",N,South Side Flats,3,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,1702,3,3,-79.9819549976236,40.4297728552865
-3477085623,21061069,0,2021-04-10T10:55:00Z,2021,April,Saturday,10:55 AM,10 AM,"100 Block E Agnew Ave Pittsburgh, PA 15210",N,Carrick,3,99,9999 9999 - (Misc. Incident):,2902,4,3,-79.986020737965,40.3952217896607
249382339,21061113,0,2021-04-09T20:00:00Z,2021,April,Friday,08:00 PM,08 PM,"2500 Block Chauncy  Dr Pittsburgh, PA 15219",N,Middle Hill,2,99,3503(b.1) Criminal Trespass - Simple Trespasser,501,6,3,-79.9738397090324,40.4509833047534
249383980,21061153,10,2021-04-10T13:00:00Z,2021,April,Saturday,01:00 PM,01 PM,"2300 Block Brownsville Rd Pittsburgh, PA 15210",Y,Carrick,3,HARRASSMENT/THREAT/ATTEMPT/PHY,"2709(a)(1) Harassment by Physical Contact, or Attempts or Threats",2904,4,3,-79.9855231716653,40.3890572692795
249384431,21061150,10,2021-04-09T23:00:00Z,2021,April,Friday,11:00 PM,11 PM,"500 Block East End Ave Pittsburgh, PA 15221",N,Point Breeze,4,HARRASSMENT,2709(a) Harassment.,1406,9,3,-79.8958108509806,40.4427513096495
249387327,21061186,6,2021-04-10T14:15:00Z,2021,April,Saturday,02:15 PM,02 PM,"1200 Block Mohler St Pittsburgh, PA 15221",N,Homewood North,5,THEFT FROM AUTO,3934 Theft from Vehicle,1301,9,2,-79.8864602237102,40.4593708354313
248384851,21052219,0,2021-03-28T09:15:00Z,2021,March,Sunday,09:15 AM,09 AM,"20 Block Overlook Ct Pittsburgh, PA 15212",N,Troy Hill,1,99,9999 9999 - (Misc. Incident):,2406,6,1,-80.0157794049164,40.4615663139952
248408154,21052132,14,2021-03-28T03:15:00Z,2021,March,Sunday,03:15 AM,03 AM,"600 Block First Ave Pittsburgh, PA 15219",Y,Central Business District,3,CRIMINAL MISCHIEF,3304(a)(5) CRIMINAL MISCHIEF - Intentionally Damages Real Or Personal Property Of Another,1914,6,6,-79.9960409452176,40.4350395659105
248431346,21052755,99,2021-03-29T08:17:00Z,2021,March,Monday,08:17 AM,08 AM,"300 Block Zara St Pittsburgh, PA 15210",N,Knoxville,3,MISCELLANEOUS FIRE OTHER INVEST CONTINUED,9123 Miscellaneous Fire Other Investigation to Continue,3001,3,5,-79.9930932371762,40.4157793577632
248145731,21049578,6,2021-03-24T15:00:00Z,2021,March,Wednesday,03:00 PM,03 PM,"Hobart St & Murdoch Rd Pittsburgh, PA 15217",N,Squirrel Hill South,4,THEFT,3921 Theft by Unlawful Taking or Disposition.,1413,5,3,-79.930523307066,40.4322781884881
248385466,21052231,0,2021-03-28T09:24:00Z,2021,March,Sunday,09:24 AM,09 AM,"1000 Block Woods Run Ave Pittsburgh, PA 15212",Y,Brighton Heights,1,99,9093 Indirect Criminal Contempt,2708,1,1,-80.0276236166119,40.4789546463671
248389558,21052317,0,2021-03-28T13:02:00Z,2021,March,Sunday,01:02 PM,01 PM,"900 Block Norfolk St Pittsburgh, PA 15217",N,Greenfield,4,99,9994 PFA Service,1517,5,3,-79.9337705721613,40.4228554569407
248453616,21052905,18,2021-03-29T14:05:00Z,2021,March,Monday,02:05 PM,02 PM,"5500 Block Margaretta St Pittsburgh, PA 15206",Y,Garfield,5,STOLEN PROPERTY - OTHER,13(a)(16) Possession of Controlled Substance / 13(a)(30) Possession w/ Intent to Del. Controlled Substance / 13(a)(32) Paraphernalia - Use or Possession / 7512 Criminal Use of Communication / 1543 Driving While Operating Privilege is Suspended or Revoked. / 13(a)(30)* Delivery of Controlled Substance,1114,9,2,-79.9301635709146,40.4683787562424
249371999,21060885,99,2021-04-10T00:44:00Z,2021,April,Saturday,12:44 AM,12 AM,"1900 Block Brownsville Rd Pittsburgh, PA 15210",N,Carrick,3,LOST PROPERTY,9504 Lost Property,2901,4,3,-79.9875088066487,40.3960603966568
249374693,21060306,99,2021-04-09T12:01:00Z,2021,April,Friday,12:01 PM,12 PM,"7200 Block Upland St Pittsburgh, PA 15208",Y,Homewood North,5,DRUG INVESTIGATION,9124 Drug Investigation / 1574 Permitting Unauthorized Person to Drive. / 1543 Driving While Operating Privilege is Suspended or Revoked. / 627.02(b)(i) Possessing a small amount of marijuana,1301,9,2,-79.8945599639087,40.461775523737
249401987,21061450,6,2021-04-10T21:00:00Z,2021,April,Saturday,09:00 PM,09 PM,"3300 Block Fleming Ave Pittsburgh, PA 15212",N,Brighton Heights,1,THEFT,3921(a) Theft by Unlawful Taking or Disposition - Movable item,2703,1,1,-80.0375449937201,40.475314376139
249405034,21061468,99,2021-04-10T22:05:00Z,2021,April,Saturday,10:05 PM,10 PM,"100 Block Minooka St Pittsburgh, PA 15210",N,Carrick,3,MISSING PERSONS (18+),9490 Missing Persons (18 and Over),2901,4,3,-79.9922828706383,40.4034948544979
249412198,21061643,0,2021-04-11T04:19:00Z,2021,April,Sunday,04:19 AM,04 AM,"S 12th St & Freyburg St Pittsburgh, PA 15203",Y,South Side Flats,3,99,3503.B1I DEF. TRESPASS ACTUAL COMMUNICATION,1702,3,3,-79.986305314777,40.4266490441496
-3261633479,21046208,27,2021-03-18T20:00:00Z,2021,March,Thursday,08:00 PM,08 PM,"1400 Block Popular St Pittsburgh, PA 15205",N,Oakwood,6,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,2812,2,5,-80.0538141214216,40.4279458630375
247760468,21046971,4,2021-03-20T14:26:00Z,2021,March,Saturday,02:26 PM,02 PM,"500 Block Liberty Ave Pittsburgh, PA 15222",Y,Central Business District,2,AGG-ASSAULT,2702 Aggravated Assault. / 2701 Simple Assault. / 5104 Resisting Arrest or Other Law Enforcement. / 907 Possessing Instruments of Crime. / 901 Criminal Attempt,201,6,6,-80.0036330229709,40.4412918601093
247832121,21047492,10,2021-03-21T13:49:00Z,2021,March,Sunday,01:49 PM,01 PM,"2400 Block Chauncey Dr Pittsburgh, AL 15219",Y,Bedford Dwellings,2,SIMPLE ASSAULT,"2701 Simple Assault. / 2709(a)(1) Harassment by Physical Contact, or Attempts or Threats",509,6,3,-79.9746251357847,40.4498408057687
247860579,21047738,99,2021-03-21T18:09:00Z,2021,March,Sunday,06:09 PM,06 PM,"300 Block N Taylor Ave Pittsburgh, PA 15212",N,Central North Side,1,AIDED CASE,9497 Aided Case,2206,1,1,-80.010270551041,40.4568543823229
247901216,21047964,18,2021-03-22T04:59:00Z,2021,March,Monday,04:59 AM,04 AM,"1200 Block Reedsdale St Pittsburgh, PA 15233",Y,Spring Garden,1,STOLEN PROPERTY - OTHER,13(a)(31) Marijuana: Possession Small Amount / 13(a)(16) Possession of Controlled Substance,2412,6,6,-80.0199936806853,40.4483994529234
248250798,21050394,0,2021-03-25T18:43:00Z,2021,March,Thursday,06:43 PM,06 PM,"3200 Block Motor St Pittsburgh, PA 15204",N,Sheraden,6,99,9999 9999 - (Misc. Incident): Possible package theft,2018,2,5,-80.055303508178,40.4579801655745
248259507,21050522,0,2021-03-25T23:03:00Z,2021,March,Thursday,11:03 PM,11 PM,"600 Block Maryland Ave Pittsburgh, PA 15232",Y,Shadyside,4,99,5503(a)(2) DISORDERLY CONDUCT - UNREASONABLE NOISE,705,8,2,-79.9307692011245,40.4561016616556
249397816,21061315,26,2021-04-10T18:15:00Z,2021,April,Saturday,06:15 PM,06 PM,"Smithfield St & Forbes Ave Pittsburgh, PA 15222",Y,Central Business District,2,RETALIATION FOR PAST OFF ACTION,4703 Operation of Vehicle without Official Certif. of Inspection / 9501 Bench Warrant / 1543 Driving While Operating Privilege is Suspended or Revoked.,201,6,6,-79.999096724369707,40.4394210627718
249404022,21061439,27,2021-04-10T21:05:00Z,2021,April,Saturday,09:05 PM,09 PM,"2800 Block Neeld Ave Pittsburgh, PA 15216",N,Beechview,6,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,1920,4,5,-80.0309911188729,40.4026431221927
249409952,21061494,0,2021-04-10T23:35:00Z,2021,April,Saturday,11:35 PM,11 PM,"Irvine St & Greenfield Ave Pittsburgh, PA 15207",Y,Hazelwood,4,DUI - GENERAL IMPAIRMENT,3802(a)(1) DUI - General Impairment / 3809(a) Restriction on Alcoholic Beverages in Vehicle / 1543 Driving While Operating Privilege is Suspended or Revoked.,1501,5,3,-79.9520392698491,40.424924498047
249412568,21061617,10,2021-04-11T03:11:00Z,2021,April,Sunday,03:11 AM,03 AM,"6900 Block 5th Ave Pittsburgh, PA 15208",N,Homewood West,5,SIMPLE ASSAULT,"2701 Simple Assault. / 2709(a)(1) Harassment by Physical Contact, or Attempts or Threats / 2718(a)(1) Strangulation - Applying Pressure to the Throat or Neck",1207,9,2,-79.9089237015002,40.4574995380053
249414403,21061633,10,2021-04-11T03:45:00Z,2021,April,Sunday,03:45 AM,03 AM,"Saline St & Acorn St Pittsburgh, PA 15207",Y,Greenfield,4,RECKLESSLY ENDANGER ANOTH PER,2705 Recklessly Endangering Another Person. / 13(a)(32) Paraphernalia - Use or Possession / 3802(c) DUI - Highest Rate of Alcohol - BAC >= .16% / 3802(a)(1) DUI - General Impairment / 3301 Driving on Right Side of Roadway. / 3736 Reckless Driving,1516,5,3,-79.9501543599876,40.4267857183273
248145598,21049579,18,2021-03-24T15:55:00Z,2021,March,Wednesday,03:55 PM,03 PM,"500 Block Hammond St Pittsburgh, PA 15204",Y,Sheraden,6,STOLEN PROPERTY - OTHER,13(a)(16) Possession of Controlled Substance / 13(a)(16) Possession of Controlled Substance,2018,2,5,-80.0512854297952,40.455152845051
248395401,21052437,99,2021-03-28T17:05:00Z,2021,March,Sunday,05:05 PM,05 PM,"2900 Block Chartiers Ave Pittsburgh, PA 15204",N,Sheraden,6,FOUND PROPERTY,9489 Found Property,2018,2,5,-80.0563479599397,40.4539554143896
249403675,21061447,10,2021-04-10T21:09:00Z,2021,April,Saturday,09:09 PM,09 PM,"6000 Block Penn Ave Pittsburgh, PA 15206",Y,East Liberty,5,TERRORISTIC THREATS,2706 Terroristic Threats. / 5503 Disorderly Conduct. / 3503.B1I DEF. TRESPASS ACTUAL COMMUNICATION,1115,9,2,-79.9247104221077,40.4611889439979
249405624,21061437,99,2021-04-10T20:45:00Z,2021,April,Saturday,08:45 PM,08 PM,"3400 Block Allendale St Pittsburgh, PA 15204",N,Sheraden,6,DEAD ON ARRIVAL (DOA),9496 Dead on Arrival (DOA),2022,2,5,-80.0634076344274,40.4578619100701
249409355,21061492,10,2021-04-10T23:10:00Z,2021,April,Saturday,11:10 PM,11 PM,"E Warrington Ave & Estella Ave Pittsburgh, PA 15210",Y,Beltzhoover,3,SIMPLE ASSAULT,"2701(a)(3) Simple Assault - Attempts by Physical Menace  / 6105(c)(9) Persons Not To Possess Use Manuf, Control Firearm",1809,3,5,-80.0005565362524,40.4210219325903
249410464,21061586,10,2021-04-11T02:00:00Z,2021,April,Sunday,02:00 AM,02 AM,"700 Block Copeland St Pittsburgh, PA 15232",Y,Shadyside,4,TERRORISTIC THREATS,"2701(a)(1) Simple Assault - Intent., Know., Reckless.Cause Bod. Injury / 2706 Terroristic Threats. / 2718(a)(1) Strangulation - Applying Pressure to the Throat or Neck",703,8,2,-79.9355163090888,40.4520306227142
249422365,21061793,10,2021-04-11T11:33:00Z,2021,April,Sunday,11:33 AM,11 AM,"500 Block W North Ave Pittsburgh, PA 15212",Y,Brighton Heights,1,TERRORISTIC THREATS,2701(a)(3) Simple Assault - Attempts by Physical Menace  / 2706 Terroristic Threats. / 907 Possessing Instruments of Crime.,2701,1,1,-80.0118145554131,40.4546927680249
247831314,21047515,18,2021-03-21T12:17:00Z,2021,March,Sunday,12:17 PM,12 PM,"300 Block Flowers Ave Pittsburgh, PA 15207",Y,Central Business District,2,STOLEN PROPERTY,13(a)(31) Marijuana: Possession Small Amount / 1543 Driving While Operating Privilege is Suspended or Revoked. / 3323 Stop Signs and Yield Signs. / 5503(a)(2) DISORDERLY CONDUCT - UNREASONABLE NOISE,201,5,3,-79.9405634200279,40.4108662860762
247985686,21048491,14,2021-03-22T22:49:00Z,2021,March,Monday,10:49 PM,10 PM,"2800 Block Perrysville Ave Pittsburgh, PA 15214",N,Perry South,1,CRIM MISCHIEF,3304 Criminal Mischief.,2615,1,1,-80.0103860871795,40.473982801764
248172244,21049802,29,2021-03-24T21:32:00Z,2021,March,Wednesday,09:32 PM,09 PM,"200 Block E Meyers St Pittsburgh, PA 15210",N,Carrick,3,RUNAWAYS - JUVENILE,029 Missing Juvenile,2902,4,3,-79.985800024621,40.4002798855465
248275044,21048156,10,2021-03-22T13:51:00Z,2021,March,Monday,01:51 PM,01 PM,"3000 Block Wadlow St Pittsburgh, PA 15212",Y,Marshall-Shadeland,1,SIMPLE ASSAULT,"2709(a)(1) Harassment by Physical Contact, or Attempts or Threats / 2701 Simple Assault.",2715,1,1,-80.0293450154877,40.4719862012177
248453291,21052939,11,2021-03-27T00:01:00Z,2021,March,Saturday,12:01 AM,12 AM,"600 Block Laughlin Ave Pittsburgh, PA 15210",N,Carrick,3,IDENTITY THEFT,4120 Identity Theft,2902,4,3,-79.9797178864729,40.4048587204972
248453957,21052955,27,2021-03-29T15:10:00Z,2021,March,Monday,03:10 PM,03 PM,"9th St & Liberty Ave Pittsburgh, PA 15222",N,Central Business District,2,HIT AND RUN,3743 Accidents Involving Damage to Attended Veh. or Property,201,6,6,-79.9979769770073,40.4429445426381
248457548,21052956,11,2021-03-29T00:01:00Z,2021,March,Monday,12:01 AM,12 AM,"2300 Block Palm Beach Ave Pittsburgh, PA 15216",N,Beechview,6,IDENTITY THEFT,4120 Identity Theft,1920,4,5,-80.0263370980893,40.4026400352691
248458632,21052973,14,2021-03-29T10:30:00Z,2021,March,Monday,10:30 AM,10 AM,"3000 Block Pioneer Ave Pittsburgh, PA 15226",N,Brookline,6,CRIM MISCHIEF,3304 Criminal Mischief.,1918,4,5,-80.0285329382489,40.3945520191713
248459730,21052987,0,2021-03-29T16:10:00Z,2021,March,Monday,04:10 PM,04 PM,"2700 Block Niles St Pittsburgh, PA 15203",N,South Side Slopes,3,99,9999 9999 - (Misc. Incident):,1608,3,3,-79.9693933645899,40.420408686323
249419179,21061667,99,2021-04-11T08:44:00Z,2021,April,Sunday,08:44 AM,08 AM,"400 Block S Atlantic Ave Pittsburgh, PA 15224",N,Bloomfield,5,MENTAL 201/302,9498 302 (Mental) / 94951 Attempted Suicide,806,7,2,-79.9395532980063,40.4595892774108
249441364,21037774,10,2021-04-11T19:40:00Z,2021,April,Sunday,07:40 PM,07 PM,"200 Block Nobles Ln Pittsburgh, PA 15210",Y,Carrick,3,SIMPLE ASSAULT,2701 Simple Assault.,2901,4,3,-79.9940218281946,40.4027227147749
249447379,21060867,10,2021-04-10T01:41:00Z,2021,April,Saturday,01:41 AM,01 AM,"200 Block Southern Ave Pittsburgh, PA 15211",Y,Mount Washington,3,SIMPLE ASSAULT,2701 Simple Assault.,1915,2,5,-80.0108639068144,40.4243705777301
248276734,21050134,0,2021-03-25T11:59:00Z,2021,March,Thursday,11:59 AM,11 AM,"1400 Block Woodbourne Ave Pittsburgh, PA 15226",N,Brookline,6,99,9999 9999 - (Misc. Incident):,1918,4,5,-80.0142312839079,40.3869912131679
248287563,21050572,0,2021-03-26T00:31:00Z,2021,March,Friday,12:31 AM,12 AM,"600 Block 1st Ave Pittsburgh, PA 15219",Y,North Oakland,2,DUI - GENERAL IMPAIRMENT,3802(a)(1) DUI - General Impairment / 1501 Drivers Required to be Licensed. / 3736 Reckless Driving,201,6,6,-79.9960409452176,40.4350395659105
248304411,21050949,0,2021-03-26T15:03:00Z,2021,March,Friday,03:03 PM,03 PM,"5900 Block 5th Ave Pittsburgh, PA 15232",N,Shadyside,4,99,9993 PFA Service with Weapons Supplement,706,8,3,-79.9254741541509,40.4513243165902
248311192,21051088,0,2021-03-26T18:40:00Z,2021,March,Friday,06:40 PM,06 PM,"Wood St & 6th Ave Pittsburgh, PA 15222",N,Central Business District,2,99,9998 Overdose Other,201,6,6,-79.9995016620567,40.4421075807252
248316030,21051146,10,2021-03-26T20:10:00Z,2021,March,Friday,08:10 PM,08 PM,"wood St & oliver Ave Pittsburgh, PA 15222",N,Central Business District,2,SIMPLE ASSAULT,2701 Simple Assault.,201,6,6,-79.9999192980735,40.4414562251056
248318485,21051201,10,2021-03-26T21:50:00Z,2021,March,Friday,09:50 PM,09 PM,"2500 Block Saw Mill Run Blvd Pittsburgh, PA 15227",Y,Overbrook,3,SIMPLE ASSAULT,2705 Recklessly Endangering Another Person. / 2701 Simple Assault.,3207,4,5,-79.9956937672619,40.3817590348746
248326456,21051387,0,2021-03-27T04:50:00Z,2021,March,Saturday,04:50 AM,04 AM,"100 Block W Elizabeth St Pittsburgh, PA 15207",N,Hazelwood,4,99,9994 PFA Service,1501,,,-80.0379215589688,40.4272668152559
249416026,21061678,27,2021-04-11T07:00:00Z,2021,April,Sunday,07:00 AM,07 AM,"Pride St & Forbes Ave Pittsburgh, PA 15219",N,Bluff,2,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,103,6,3,-79.9851440877731,40.4376660112177
249417742,21061673,14,2021-04-11T06:30:00Z,2021,April,Sunday,06:30 AM,06 AM,"2500 Block Centre Ave Pittsburgh, PA 15219",N,Terrace Village,2,CRIM MISCHIEF,3304 Criminal Mischief.,510,6,3,-79.9705704510554,40.4455253818667
249426449,21061875,99,2021-04-11T13:35:00Z,2021,April,Sunday,01:35 PM,01 PM,"1300 Block Tell St Pittsburgh, PA 15212",N,Spring Garden,1,DOG BITE,9492 Dog Bite,2412,1,1,-79.9886073779636,40.4606797110127
249428098,21061751,0,2021-04-11T10:00:00Z,2021,April,Sunday,10:00 AM,10 AM,"1300 Block Grotto St Pittsburgh, PA 15206",N,Lincoln-Lemington-Belmar,5,99,9993 PFA Service with Weapons Supplement,1202,9,2,-79.8964291410875,40.4661368015194
249434338,21061932,6,2021-04-11T16:08:00Z,2021,April,Sunday,04:08 PM,04 PM,"900 Block Freeport Rd Pittsburgh, PA 15215",Y,Lincoln-Lemington-Belmar,5,RETSIL THEFT (SHOPLIFTING),"3929(a)(1) Retail Theft; takes possession of, carries away, or transfers displayed merchandise / 13(a)(32) Paraphernalia - Use or Possession / 9501 Bench Warrant",1201,9,2,-79.8923529450752,40.4861185015656
247736224,21046488,3,2021-03-19T20:56:00Z,2021,March,Friday,08:56 PM,08 PM,"600 Block Penn Ave Pittsburgh, PA 15222",Y,Central Business District,2,ROBBERY,3701 Robbery. / 9501 Bench Warrant,201,6,6,-80.0017928321911,40.4425929172081
247873169,21047871,10,2021-03-21T23:41:00Z,2021,March,Sunday,11:41 PM,11 PM,"300 Block Birmingham Ave Pittsburgh, PA 15210",Y,Carrick,3,SIMPLE ASSAULT,"2701(a)(1) Simple Assault - Intent., Know., Reckless.Cause Bod. Injury",2902,4,3,-79.9840218779391,40.4028007052174
247927618,21048006,99,2021-03-22T08:10:00Z,2021,March,Monday,08:10 AM,08 AM,"7500 Block Upland St Pittsburgh, PA 15208",N,Homewood North,5,NON-VIOLENT DOMESTIC,9012 Non-Violent Domestic,1301,9,2,-79.8900472627149,40.4607717719534
-3250136829,21048039,14,2021-03-22T09:19:00Z,2021,March,Monday,09:19 AM,09 AM,"400 Block Mc Kee Pl Pittsburgh, PA 15213",N,Central Oakland,4,CRIM MISCHIEF,3304 Criminal Mischief.,406,3,3,-79.9554688545173,40.4365792390526
-3254077188,21048049,0,2021-03-22T09:51:00Z,2021,March,Monday,09:51 AM,09 AM,"2200 Block Somers Dr Pittsburgh, PA 15219",Y,Bedford Dwellings,2,99,9094 Recovered Stolen Vehicle (OUTSIDE CITY),509,6,3,-79.9755889365866,40.4494256477235
248000011,21048163,0,2021-03-22T14:10:00Z,2021,March,Monday,02:10 PM,02 PM,"80 Block 35th St Pittsburgh, PA 15201",N,Lower Lawrenceville,2,99,9999 9999 - (Misc. Incident):,603,7,2,-79.9691043252155,40.4651425423205
248421061,21052735,6,2021-03-29T07:00:00Z,2021,March,Monday,07:00 AM,07 AM,"300 Block Birmingham Ave Pittsburgh, PA 15210",N,Carrick,3,THEFT FROM AUTO,3934 Theft from Vehicle,2902,4,3,-79.9840218779391,40.4028007052174
248424379,21052763,0,2021-03-29T08:05:00Z,2021,March,Monday,08:05 AM,08 AM,"Blaine St Pittsburgh, PA 15226",N,Brookline,6,99,2709(a)(2) Harassment by Following Person in Public Place(s),1919,1,1,-79.990329528476,40.465803928943
249447021,21062136,26,2021-04-11T22:48:00Z,2021,April,Sunday,10:48 PM,10 PM,"1600 Block W Carson St Pittsburgh, PA 15219",Y,South Shore,3,RETALIATION FOR PAST OFF ACTION,4703 Operation of Vehicle without Official Certif. of Inspection / 4706 Prohib. on Expend. for Emission Insp Prog.. / 1501 Drivers Required to be Licensed.,1921,2,5,-80.0213528738134,40.4421395488467
